LIBRARY_ID,ANCHOR_ID,COSMIC_ID,Label,Endpoint,CELL_LINE_NAME,tissue
51001932,24978538,909753,1,IDA,SW626,Large Intestine
51001932,11707110,909753,3,Synergy,SW626,Large Intestine
51001932,208908,909753,1,SA-L,SW626,Large Intestine
24866313,11707110,909753,1,SA-L,SW626,Large Intestine
44224160,46930998,909753,2,Bliss,SW626,Large Intestine
44224160,51001932,909753,2,Bliss,SW626,Large Intestine
46926973,11707110,909753,1,IDA,SW626,Large Intestine
46926973,208908,909753,1,IDA,SW626,Large Intestine
46926973,51001932,909753,2,Bliss,SW626,Large Intestine
84691,11152667,909754,2,Bliss,SW684,Soft Tissue
84691,24856436,909754,2,Bliss,SW684,Soft Tissue
148124,24978538,909754,3,Synergy,SW684,Soft Tissue
24978538,11707110,909754,2,Bliss,SW684,Soft Tissue
24978538,208908,909754,1,IDA,SW684,Soft Tissue
24978538,51001932,909754,1,SA-A,SW684,Soft Tissue
23725625,11707110,909754,1,IDA,SW684,Soft Tissue
23725625,51001932,909754,2,Bliss,SW684,Soft Tissue
6450551,24978538,909754,3,Synergy,SW684,Soft Tissue
10184653,24978538,909754,2,Bliss,SW684,Soft Tissue
10184653,11707110,909754,2,Bliss,SW684,Soft Tissue
10184653,51001932,909754,2,Bliss,SW684,Soft Tissue
11433190,24856436,909754,1,IDA,SW684,Soft Tissue
1401,208908,909754,1,SA-L,SW684,Soft Tissue
46930998,11707110,909754,2,Bliss,SW684,Soft Tissue
46930998,208908,909754,1,SA-L,SW684,Soft Tissue
46930998,51001932,909754,1,SA-L,SW684,Soft Tissue
5330286,11707110,909754,2,Bliss,SW684,Soft Tissue
5330286,208908,909754,1,SA-L,SW684,Soft Tissue
5330286,51001932,909754,2,Bliss,SW684,Soft Tissue
17755052,24856436,909754,1,SA-L,SW684,Soft Tissue
17755052,11707110,909754,3,Synergy,SW684,Soft Tissue
17755052,208908,909754,1,SA-L,SW684,Soft Tissue
3385,11152667,909754,2,Bliss,SW684,Soft Tissue
11626560,208908,909754,1,SA-L,SW684,Soft Tissue
5310940,24978538,909754,2,Bliss,SW684,Soft Tissue
24856436,23725625,909754,1,SA-L,SW684,Soft Tissue
24856436,11152667,909754,3,Synergy,SW684,Soft Tissue
60750,11152667,909754,1,SA-L,SW684,Soft Tissue
60750,24856436,909754,1,IDA,SW684,Soft Tissue
11707110,24978538,909754,2,Bliss,SW684,Soft Tissue
11707110,644241,909754,1,SA-L,SW684,Soft Tissue
11707110,208908,909754,1,SA-L,SW684,Soft Tissue
11707110,51001932,909754,3,Synergy,SW684,Soft Tissue
44462760,208908,909754,1,SA-L,SW684,Soft Tissue
5394,23725625,909754,2,Bliss,SW684,Soft Tissue
5394,24856436,909754,1,SA-A,SW684,Soft Tissue
104842,24978538,909754,2,Bliss,SW684,Soft Tissue
11640390,11707110,909754,2,Bliss,SW684,Soft Tissue
11640390,208908,909754,1,SA-L,SW684,Soft Tissue
11640390,51001932,909754,2,Bliss,SW684,Soft Tissue
11488320,51001932,909754,1,IDA,SW684,Soft Tissue
51001932,24978538,909754,2,Bliss,SW684,Soft Tissue
51001932,11707110,909754,3,Synergy,SW684,Soft Tissue
51001932,208908,909754,0,sub-HSA,SW684,Soft Tissue
24866313,11707110,909754,2,Bliss,SW684,Soft Tissue
44224160,46930998,909754,2,Bliss,SW684,Soft Tissue
44224160,51001932,909754,2,Bliss,SW684,Soft Tissue
46926973,11707110,909754,1,IDA,SW684,Soft Tissue
46926973,208908,909754,1,SA-L,SW684,Soft Tissue
46926973,51001932,909754,1,IDA,SW684,Soft Tissue
84691,11152667,909755,1,SA-L,SW837,Large Intestine
84691,24856436,909755,2,Bliss,SW837,Large Intestine
148124,24978538,909755,3,Synergy,SW837,Large Intestine
24978538,11707110,909755,3,Synergy,SW837,Large Intestine
24978538,208908,909755,1,IDA,SW837,Large Intestine
24978538,51001932,909755,1,IDA,SW837,Large Intestine
23725625,11707110,909755,2,Bliss,SW837,Large Intestine
23725625,51001932,909755,2,Bliss,SW837,Large Intestine
6450551,24978538,909755,3,Synergy,SW837,Large Intestine
10184653,24978538,909755,2,Bliss,SW837,Large Intestine
10184653,11707110,909755,2,Bliss,SW837,Large Intestine
10184653,51001932,909755,1,SA-L,SW837,Large Intestine
11433190,24856436,909755,1,IDA,SW837,Large Intestine
1401,208908,909755,1,SA-L,SW837,Large Intestine
46930998,11707110,909755,2,Bliss,SW837,Large Intestine
46930998,208908,909755,2,Bliss,SW837,Large Intestine
46930998,51001932,909755,1,SA-L,SW837,Large Intestine
5330286,11707110,909755,2,Bliss,SW837,Large Intestine
5330286,208908,909755,1,IDA,SW837,Large Intestine
5330286,51001932,909755,1,IDA,SW837,Large Intestine
17755052,24856436,909755,2,Bliss,SW837,Large Intestine
17755052,11707110,909755,3,Synergy,SW837,Large Intestine
17755052,208908,909755,1,SA-L,SW837,Large Intestine
3385,11152667,909755,1,IDA,SW837,Large Intestine
11626560,208908,909755,1,SA-L,SW837,Large Intestine
5310940,24978538,909755,3,Synergy,SW837,Large Intestine
24856436,23725625,909755,1,SA-L,SW837,Large Intestine
24856436,11152667,909755,1,SA-L,SW837,Large Intestine
60750,11152667,909755,3,Synergy,SW837,Large Intestine
60750,24856436,909755,3,Synergy,SW837,Large Intestine
11707110,24978538,909755,2,Bliss,SW837,Large Intestine
11707110,644241,909755,1,SA-L,SW837,Large Intestine
11707110,208908,909755,1,SA-L,SW837,Large Intestine
11707110,51001932,909755,1,SA-L,SW837,Large Intestine
44462760,208908,909755,1,IDA,SW837,Large Intestine
5394,23725625,909755,2,Bliss,SW837,Large Intestine
5394,24856436,909755,1,SA-A,SW837,Large Intestine
104842,24978538,909755,3,Synergy,SW837,Large Intestine
11640390,11707110,909755,2,Bliss,SW837,Large Intestine
11640390,208908,909755,1,SA-L,SW837,Large Intestine
11640390,51001932,909755,1,SA-L,SW837,Large Intestine
11488320,51001932,909755,1,IDA,SW837,Large Intestine
51001932,24978538,909755,3,Synergy,SW837,Large Intestine
51001932,11707110,909755,3,Synergy,SW837,Large Intestine
51001932,208908,909755,2,Bliss,SW837,Large Intestine
24866313,11707110,909755,1,SA-L,SW837,Large Intestine
44224160,46930998,909755,3,Synergy,SW837,Large Intestine
44224160,51001932,909755,2,Bliss,SW837,Large Intestine
46926973,11707110,909755,1,IDA,SW837,Large Intestine
46926973,208908,909755,1,IDA,SW837,Large Intestine
46926973,51001932,909755,1,IDA,SW837,Large Intestine
11640390,24978538,909755,3,Synergy,SW837,Large Intestine
24360,11152667,909755,3,Synergy,SW837,Large Intestine
11488320,51039095,909755,3,Synergy,SW837,Large Intestine
5330286,3385,909755,3,Synergy,SW837,Large Intestine
5330286,51039095,909755,3,Synergy,SW837,Large Intestine
11152667,3385,909755,3,Synergy,SW837,Large Intestine
11488320,46930998,909755,3,Synergy,SW837,Large Intestine
11488320,51039095,909755,3,Synergy,SW837,Large Intestine
11640390,11152667,909755,3,Synergy,SW837,Large Intestine
46930998,24978538,909755,3,Synergy,SW837,Large Intestine
5330286,11626560,909755,3,Synergy,SW837,Large Intestine
11152667,24856436,909755,3,Synergy,SW837,Large Intestine
11640390,25262965,909755,3,Synergy,SW837,Large Intestine
11640390,24856436,909755,3,Synergy,SW837,Large Intestine
46930998,10184653,909755,3,Synergy,SW837,Large Intestine
11152667,24360,909755,3,Synergy,SW837,Large Intestine
11626560,24978538,909755,3,Synergy,SW837,Large Intestine
11488320,11626560,909755,3,Synergy,SW837,Large Intestine
24785538,24978538,909755,3,Synergy,SW837,Large Intestine
46930998,11488320,909755,3,Synergy,SW837,Large Intestine
46930998,25262965,909755,3,Synergy,SW837,Large Intestine
24360,11152667,909755,3,Synergy,SW837,Large Intestine
5330286,51039095,909755,3,Synergy,SW837,Large Intestine
11488320,46930998,909755,3,Synergy,SW837,Large Intestine
46930998,23725625,909755,3,Synergy,SW837,Large Intestine
3385,24856436,909755,3,Synergy,SW837,Large Intestine
24360,24978538,909755,3,Synergy,SW837,Large Intestine
46930998,11488320,909755,3,Synergy,SW837,Large Intestine
3385,24978538,909755,3,Synergy,SW837,Large Intestine
24785538,3385,909755,3,Synergy,SW837,Large Intestine
11640390,23725625,909755,3,Synergy,SW837,Large Intestine
46930998,10184653,909755,3,Synergy,SW837,Large Intestine
5311497,24978538,909755,3,Synergy,SW837,Large Intestine
11152667,3385,909755,3,Synergy,SW837,Large Intestine
24785538,25262965,909755,3,Synergy,SW837,Large Intestine
11626560,11488320,909755,3,Synergy,SW837,Large Intestine
11640390,24360,909755,3,Synergy,SW837,Large Intestine
46930998,11152667,909755,3,Synergy,SW837,Large Intestine
24785538,11640390,909755,0,sub-HSA,SW837,Large Intestine
5310940,25262965,909755,0,sub-HSA,SW837,Large Intestine
5311497,3385,909755,0,sub-HSA,SW837,Large Intestine
5311497,3385,909755,0,sub-HSA,SW837,Large Intestine
5311497,5330286,909755,0,sub-HSA,SW837,Large Intestine
5311497,24360,909755,0,sub-HSA,SW837,Large Intestine
84691,11152667,909756,1,IDA,SW872,Soft Tissue
84691,24856436,909756,2,Bliss,SW872,Soft Tissue
148124,24978538,909756,2,Bliss,SW872,Soft Tissue
24978538,11707110,909756,2,Bliss,SW872,Soft Tissue
24978538,208908,909756,1,IDA,SW872,Soft Tissue
24978538,51001932,909756,1,SA-A,SW872,Soft Tissue
23725625,11707110,909756,1,IDA,SW872,Soft Tissue
23725625,51001932,909756,2,Bliss,SW872,Soft Tissue
6450551,24978538,909756,3,Synergy,SW872,Soft Tissue
10184653,24978538,909756,2,Bliss,SW872,Soft Tissue
10184653,11707110,909756,2,Bliss,SW872,Soft Tissue
10184653,51001932,909756,2,Bliss,SW872,Soft Tissue
11433190,24856436,909756,1,IDA,SW872,Soft Tissue
1401,208908,909756,1,SA-L,SW872,Soft Tissue
46930998,11707110,909756,1,SA-L,SW872,Soft Tissue
46930998,208908,909756,1,SA-L,SW872,Soft Tissue
46930998,51001932,909756,1,SA-L,SW872,Soft Tissue
5330286,11707110,909756,1,IDA,SW872,Soft Tissue
5330286,208908,909756,1,SA-L,SW872,Soft Tissue
5330286,51001932,909756,1,IDA,SW872,Soft Tissue
17755052,24856436,909756,2,Bliss,SW872,Soft Tissue
17755052,11707110,909756,1,SA-L,SW872,Soft Tissue
17755052,208908,909756,0,sub-HSA,SW872,Soft Tissue
3385,11152667,909756,2,Bliss,SW872,Soft Tissue
11626560,208908,909756,2,Bliss,SW872,Soft Tissue
5310940,24978538,909756,2,Bliss,SW872,Soft Tissue
24856436,23725625,909756,2,Bliss,SW872,Soft Tissue
24856436,11152667,909756,3,Synergy,SW872,Soft Tissue
60750,11152667,909756,1,SA-L,SW872,Soft Tissue
60750,24856436,909756,1,IDA,SW872,Soft Tissue
11707110,24978538,909756,1,SA-L,SW872,Soft Tissue
11707110,644241,909756,1,SA-L,SW872,Soft Tissue
11707110,208908,909756,1,SA-L,SW872,Soft Tissue
11707110,51001932,909756,2,Bliss,SW872,Soft Tissue
44462760,208908,909756,1,SA-L,SW872,Soft Tissue
5394,23725625,909756,2,Bliss,SW872,Soft Tissue
5394,24856436,909756,1,SA-A,SW872,Soft Tissue
104842,24978538,909756,2,Bliss,SW872,Soft Tissue
11640390,11707110,909756,1,IDA,SW872,Soft Tissue
11640390,208908,909756,1,SA-L,SW872,Soft Tissue
11640390,51001932,909756,2,Bliss,SW872,Soft Tissue
11488320,51001932,909756,2,Bliss,SW872,Soft Tissue
51001932,24978538,909756,1,SA-L,SW872,Soft Tissue
51001932,11707110,909756,2,Bliss,SW872,Soft Tissue
51001932,208908,909756,1,SA-L,SW872,Soft Tissue
24866313,11707110,909756,1,IDA,SW872,Soft Tissue
44224160,46930998,909756,0,sub-HSA,SW872,Soft Tissue
44224160,51001932,909756,2,Bliss,SW872,Soft Tissue
46926973,11707110,909756,1,IDA,SW872,Soft Tissue
46926973,208908,909756,1,SA-L,SW872,Soft Tissue
46926973,51001932,909756,1,IDA,SW872,Soft Tissue
84691,11152667,909757,3,Synergy,SW948,Large Intestine
84691,24856436,909757,2,Bliss,SW948,Large Intestine
148124,24978538,909757,2,Bliss,SW948,Large Intestine
24978538,11707110,909757,3,Synergy,SW948,Large Intestine
24978538,208908,909757,1,IDA,SW948,Large Intestine
24978538,51001932,909757,2,Bliss,SW948,Large Intestine
23725625,11707110,909757,1,IDA,SW948,Large Intestine
23725625,51001932,909757,1,IDA,SW948,Large Intestine
6450551,24978538,909757,2,Bliss,SW948,Large Intestine
10184653,24978538,909757,2,Bliss,SW948,Large Intestine
10184653,11707110,909757,2,Bliss,SW948,Large Intestine
10184653,51001932,909757,2,Bliss,SW948,Large Intestine
11433190,24856436,909757,3,Synergy,SW948,Large Intestine
1401,208908,909757,2,Bliss,SW948,Large Intestine
46930998,11707110,909757,2,Bliss,SW948,Large Intestine
46930998,208908,909757,1,SA-L,SW948,Large Intestine
46930998,51001932,909757,2,Bliss,SW948,Large Intestine
5330286,11707110,909757,2,Bliss,SW948,Large Intestine
5330286,208908,909757,1,IDA,SW948,Large Intestine
5330286,51001932,909757,2,Bliss,SW948,Large Intestine
17755052,24856436,909757,2,Bliss,SW948,Large Intestine
17755052,11707110,909757,2,Bliss,SW948,Large Intestine
17755052,208908,909757,1,SA-L,SW948,Large Intestine
3385,11152667,909757,1,IDA,SW948,Large Intestine
11626560,208908,909757,1,SA-L,SW948,Large Intestine
5310940,24978538,909757,2,Bliss,SW948,Large Intestine
24856436,23725625,909757,1,SA-L,SW948,Large Intestine
24856436,11152667,909757,1,SA-L,SW948,Large Intestine
60750,11152667,909757,3,Synergy,SW948,Large Intestine
60750,24856436,909757,3,Synergy,SW948,Large Intestine
11707110,24978538,909757,1,SA-L,SW948,Large Intestine
11707110,644241,909757,1,SA-L,SW948,Large Intestine
11707110,208908,909757,1,SA-L,SW948,Large Intestine
11707110,51001932,909757,3,Synergy,SW948,Large Intestine
44462760,208908,909757,0,sub-HSA,SW948,Large Intestine
5394,23725625,909757,1,IDA,SW948,Large Intestine
5394,24856436,909757,1,SA-A,SW948,Large Intestine
104842,24978538,909757,2,Bliss,SW948,Large Intestine
11640390,11707110,909757,2,Bliss,SW948,Large Intestine
11640390,208908,909757,1,SA-L,SW948,Large Intestine
11640390,51001932,909757,2,Bliss,SW948,Large Intestine
11488320,51001932,909757,3,Synergy,SW948,Large Intestine
51001932,24978538,909757,2,Bliss,SW948,Large Intestine
51001932,11707110,909757,2,Bliss,SW948,Large Intestine
51001932,208908,909757,1,SA-L,SW948,Large Intestine
24866313,11707110,909757,2,Bliss,SW948,Large Intestine
44224160,46930998,909757,2,Bliss,SW948,Large Intestine
44224160,51001932,909757,2,Bliss,SW948,Large Intestine
46926973,11707110,909757,1,IDA,SW948,Large Intestine
46926973,208908,909757,1,IDA,SW948,Large Intestine
46926973,51001932,909757,2,Bliss,SW948,Large Intestine
11433190,5311497,909757,3,Synergy,SW948,Large Intestine
23725625,46926973,909757,3,Synergy,SW948,Large Intestine
11488320,5311497,909757,3,Synergy,SW948,Large Intestine
24360,24856436,909757,3,Synergy,SW948,Large Intestine
23725625,11433190,909757,3,Synergy,SW948,Large Intestine
24360,11152667,909757,3,Synergy,SW948,Large Intestine
11152667,24856436,909757,3,Synergy,SW948,Large Intestine
24866313,44462760,909757,3,Synergy,SW948,Large Intestine
11152667,24360,909757,3,Synergy,SW948,Large Intestine
24360,11152667,909757,3,Synergy,SW948,Large Intestine
24866313,44462760,909757,3,Synergy,SW948,Large Intestine
11152667,3385,909757,3,Synergy,SW948,Large Intestine
11640390,5311497,909757,3,Synergy,SW948,Large Intestine
24866313,11152667,909757,3,Synergy,SW948,Large Intestine
176158,11626560,909757,3,Synergy,SW948,Large Intestine
11640390,10184653,909757,3,Synergy,SW948,Large Intestine
11640390,46930998,909757,3,Synergy,SW948,Large Intestine
5310940,11433190,909757,3,Synergy,SW948,Large Intestine
11640390,10184653,909757,3,Synergy,SW948,Large Intestine
11640390,11152667,909757,3,Synergy,SW948,Large Intestine
9858940,24978538,909757,3,Synergy,SW948,Large Intestine
24866313,9858940,909757,3,Synergy,SW948,Large Intestine
5310940,5330286,909757,0,sub-HSA,SW948,Large Intestine
24360,11433190,909757,0,sub-HSA,SW948,Large Intestine
9858940,5310940,909757,0,sub-HSA,SW948,Large Intestine
3385,24360,909757,0,sub-HSA,SW948,Large Intestine
24866313,11433190,909757,0,sub-HSA,SW948,Large Intestine
3385,51039095,909757,0,sub-HSA,SW948,Large Intestine
46930998,51039095,909757,0,sub-HSA,SW948,Large Intestine
11152667,5330286,909757,0,sub-HSA,SW948,Large Intestine
25262965,5330286,909757,0,sub-HSA,SW948,Large Intestine
3385,5330286,909757,0,sub-HSA,SW948,Large Intestine
24360,24785538,909757,0,sub-HSA,SW948,Large Intestine
51039095,44462760,909757,0,sub-HSA,SW948,Large Intestine
11152667,5330286,909757,0,sub-HSA,SW948,Large Intestine
24360,5310940,909757,0,sub-HSA,SW948,Large Intestine
24360,46926973,909757,0,sub-HSA,SW948,Large Intestine
11626560,5310940,909757,0,sub-HSA,SW948,Large Intestine
5310940,24856436,909757,0,sub-HSA,SW948,Large Intestine
24360,51039095,909757,0,sub-HSA,SW948,Large Intestine
3385,5311497,909757,0,sub-HSA,SW948,Large Intestine
24866313,5310940,909757,0,sub-HSA,SW948,Large Intestine
25262965,51001932,909757,0,sub-HSA,SW948,Large Intestine
24360,5310940,909757,0,sub-HSA,SW948,Large Intestine
5311497,5310940,909757,0,sub-HSA,SW948,Large Intestine
3385,11433190,909757,0,sub-HSA,SW948,Large Intestine
9858940,24785538,909757,0,sub-HSA,SW948,Large Intestine
24360,3385,909757,0,sub-HSA,SW948,Large Intestine
24360,23725625,909757,0,sub-HSA,SW948,Large Intestine
5311497,51039095,909757,0,sub-HSA,SW948,Large Intestine
24360,11488320,909757,0,sub-HSA,SW948,Large Intestine
24360,11640390,909757,0,sub-HSA,SW948,Large Intestine
9858940,10184653,909757,0,sub-HSA,SW948,Large Intestine
24360,11640390,909757,0,sub-HSA,SW948,Large Intestine
24360,10184653,909757,0,sub-HSA,SW948,Large Intestine
11626560,5330286,909757,0,sub-HSA,SW948,Large Intestine
3385,51039095,909757,0,sub-HSA,SW948,Large Intestine
24360,11626560,909757,0,sub-HSA,SW948,Large Intestine
3385,24978538,909757,0,sub-HSA,SW948,Large Intestine
3385,11488320,909757,0,sub-HSA,SW948,Large Intestine
3385,11488320,909757,0,sub-HSA,SW948,Large Intestine
24866313,11626560,909757,0,sub-HSA,SW948,Large Intestine
24856436,5330286,909757,0,sub-HSA,SW948,Large Intestine
3385,5310940,909757,0,sub-HSA,SW948,Large Intestine
24360,10184653,909757,0,sub-HSA,SW948,Large Intestine
11626560,5330286,909757,0,sub-HSA,SW948,Large Intestine
24360,51039095,909757,0,sub-HSA,SW948,Large Intestine
11626560,24360,909757,0,sub-HSA,SW948,Large Intestine
5311497,5330286,909757,0,sub-HSA,SW948,Large Intestine
5311497,24360,909757,0,sub-HSA,SW948,Large Intestine
5311497,5330286,909757,0,sub-HSA,SW948,Large Intestine
84691,11152667,909759,1,IDA,SW982,Soft Tissue
84691,24856436,909759,2,Bliss,SW982,Soft Tissue
148124,24978538,909759,2,Bliss,SW982,Soft Tissue
24978538,11707110,909759,1,IDA,SW982,Soft Tissue
24978538,208908,909759,1,IDA,SW982,Soft Tissue
24978538,51001932,909759,1,SA-A,SW982,Soft Tissue
23725625,11707110,909759,1,IDA,SW982,Soft Tissue
23725625,51001932,909759,1,IDA,SW982,Soft Tissue
6450551,24978538,909759,2,Bliss,SW982,Soft Tissue
10184653,24978538,909759,2,Bliss,SW982,Soft Tissue
10184653,11707110,909759,1,SA-L,SW982,Soft Tissue
10184653,51001932,909759,2,Bliss,SW982,Soft Tissue
11433190,24856436,909759,1,IDA,SW982,Soft Tissue
1401,208908,909759,1,SA-L,SW982,Soft Tissue
46930998,11707110,909759,2,Bliss,SW982,Soft Tissue
46930998,208908,909759,1,SA-L,SW982,Soft Tissue
46930998,51001932,909759,2,Bliss,SW982,Soft Tissue
5330286,11707110,909759,0,sub-HSA,SW982,Soft Tissue
5330286,208908,909759,0,sub-HSA,SW982,Soft Tissue
5330286,51001932,909759,1,IDA,SW982,Soft Tissue
17755052,24856436,909759,2,Bliss,SW982,Soft Tissue
17755052,11707110,909759,2,Bliss,SW982,Soft Tissue
17755052,208908,909759,0,sub-HSA,SW982,Soft Tissue
3385,11152667,909759,2,Bliss,SW982,Soft Tissue
11626560,208908,909759,1,SA-L,SW982,Soft Tissue
5310940,24978538,909759,2,Bliss,SW982,Soft Tissue
24856436,23725625,909759,2,Bliss,SW982,Soft Tissue
24856436,11152667,909759,2,Bliss,SW982,Soft Tissue
60750,11152667,909759,1,SA-L,SW982,Soft Tissue
60750,24856436,909759,1,IDA,SW982,Soft Tissue
11707110,24978538,909759,1,SA-L,SW982,Soft Tissue
11707110,644241,909759,1,SA-L,SW982,Soft Tissue
11707110,208908,909759,1,SA-L,SW982,Soft Tissue
11707110,51001932,909759,1,IDA,SW982,Soft Tissue
5394,23725625,909759,2,Bliss,SW982,Soft Tissue
5394,24856436,909759,1,SA-A,SW982,Soft Tissue
104842,24978538,909759,2,Bliss,SW982,Soft Tissue
11640390,11707110,909759,2,Bliss,SW982,Soft Tissue
11640390,208908,909759,1,SA-L,SW982,Soft Tissue
11640390,51001932,909759,2,Bliss,SW982,Soft Tissue
11488320,51001932,909759,2,Bliss,SW982,Soft Tissue
51001932,24978538,909759,1,SA-L,SW982,Soft Tissue
51001932,11707110,909759,2,Bliss,SW982,Soft Tissue
51001932,208908,909759,1,SA-L,SW982,Soft Tissue
24866313,11707110,909759,1,IDA,SW982,Soft Tissue
44224160,46930998,909759,1,SA-L,SW982,Soft Tissue
44224160,51001932,909759,2,Bliss,SW982,Soft Tissue
46926973,11707110,909759,1,IDA,SW982,Soft Tissue
46926973,208908,909759,1,SA-L,SW982,Soft Tissue
46926973,51001932,909759,1,IDA,SW982,Soft Tissue
84691,11152667,909761,2,Bliss,T84,Large Intestine
84691,24856436,909761,2,Bliss,T84,Large Intestine
148124,24978538,909761,2,Bliss,T84,Large Intestine
24978538,11707110,909761,3,Synergy,T84,Large Intestine
24978538,208908,909761,2,Bliss,T84,Large Intestine
24978538,51001932,909761,3,Synergy,T84,Large Intestine
23725625,11707110,909761,2,Bliss,T84,Large Intestine
23725625,51001932,909761,2,Bliss,T84,Large Intestine
6450551,24978538,909761,3,Synergy,T84,Large Intestine
10184653,24978538,909761,3,Synergy,T84,Large Intestine
10184653,11707110,909761,3,Synergy,T84,Large Intestine
10184653,51001932,909761,3,Synergy,T84,Large Intestine
11433190,24856436,909761,1,IDA,T84,Large Intestine
1401,208908,909761,2,Bliss,T84,Large Intestine
46930998,11707110,909761,2,Bliss,T84,Large Intestine
46930998,208908,909761,2,Bliss,T84,Large Intestine
46930998,51001932,909761,2,Bliss,T84,Large Intestine
5330286,11707110,909761,1,IDA,T84,Large Intestine
5330286,208908,909761,1,IDA,T84,Large Intestine
5330286,51001932,909761,1,IDA,T84,Large Intestine
17755052,24856436,909761,1,IDA,T84,Large Intestine
17755052,11707110,909761,3,Synergy,T84,Large Intestine
17755052,208908,909761,1,SA-L,T84,Large Intestine
3385,11152667,909761,2,Bliss,T84,Large Intestine
11626560,208908,909761,2,Bliss,T84,Large Intestine
5310940,24978538,909761,2,Bliss,T84,Large Intestine
24856436,23725625,909761,1,SA-L,T84,Large Intestine
24856436,11152667,909761,2,Bliss,T84,Large Intestine
60750,11152667,909761,3,Synergy,T84,Large Intestine
60750,24856436,909761,3,Synergy,T84,Large Intestine
11707110,24978538,909761,3,Synergy,T84,Large Intestine
11707110,644241,909761,1,SA-L,T84,Large Intestine
11707110,208908,909761,1,SA-L,T84,Large Intestine
11707110,51001932,909761,3,Synergy,T84,Large Intestine
44462760,208908,909761,2,Bliss,T84,Large Intestine
5394,23725625,909761,2,Bliss,T84,Large Intestine
5394,24856436,909761,1,SA-A,T84,Large Intestine
104842,24978538,909761,2,Bliss,T84,Large Intestine
11640390,11707110,909761,2,Bliss,T84,Large Intestine
11640390,208908,909761,2,Bliss,T84,Large Intestine
11640390,51001932,909761,2,Bliss,T84,Large Intestine
11488320,51001932,909761,2,Bliss,T84,Large Intestine
51001932,24978538,909761,3,Synergy,T84,Large Intestine
51001932,11707110,909761,3,Synergy,T84,Large Intestine
51001932,208908,909761,1,SA-L,T84,Large Intestine
24866313,11707110,909761,1,SA-L,T84,Large Intestine
44224160,46930998,909761,3,Synergy,T84,Large Intestine
44224160,51001932,909761,2,Bliss,T84,Large Intestine
46926973,11707110,909761,1,IDA,T84,Large Intestine
46926973,208908,909761,1,IDA,T84,Large Intestine
46926973,51001932,909761,1,IDA,T84,Large Intestine
24866313,11488320,909761,3,Synergy,T84,Large Intestine
11640390,11152667,909761,3,Synergy,T84,Large Intestine
24866313,46930998,909761,3,Synergy,T84,Large Intestine
11488320,11640390,909761,3,Synergy,T84,Large Intestine
11640390,46930998,909761,3,Synergy,T84,Large Intestine
46930998,24866313,909761,3,Synergy,T84,Large Intestine
46930998,5311497,909761,3,Synergy,T84,Large Intestine
46930998,10184653,909761,3,Synergy,T84,Large Intestine
25262965,10184653,909761,3,Synergy,T84,Large Intestine
11640390,10184653,909761,3,Synergy,T84,Large Intestine
11488320,11640390,909761,3,Synergy,T84,Large Intestine
46930998,11640390,909761,3,Synergy,T84,Large Intestine
46930998,11152667,909761,3,Synergy,T84,Large Intestine
11626560,24978538,909761,3,Synergy,T84,Large Intestine
24866313,24978538,909761,3,Synergy,T84,Large Intestine
11152667,24360,909761,3,Synergy,T84,Large Intestine
24360,11152667,909761,3,Synergy,T84,Large Intestine
5311497,46930998,909761,3,Synergy,T84,Large Intestine
11640390,11488320,909761,3,Synergy,T84,Large Intestine
25262965,11707110,909761,3,Synergy,T84,Large Intestine
24866313,25262965,909761,3,Synergy,T84,Large Intestine
11626560,11707110,909761,3,Synergy,T84,Large Intestine
11640390,46930998,909761,3,Synergy,T84,Large Intestine
11152667,24856436,909761,3,Synergy,T84,Large Intestine
24866313,51001932,909761,3,Synergy,T84,Large Intestine
24866313,46930998,909761,3,Synergy,T84,Large Intestine
24360,24856436,909761,3,Synergy,T84,Large Intestine
11640390,11488320,909761,3,Synergy,T84,Large Intestine
11640390,25262965,909761,3,Synergy,T84,Large Intestine
10184653,24785538,909761,3,Synergy,T84,Large Intestine
23725625,24856436,909761,3,Synergy,T84,Large Intestine
24360,46930998,909761,0,sub-HSA,T84,Large Intestine
46926973,24785538,909761,0,sub-HSA,T84,Large Intestine
25262965,176158,909761,0,sub-HSA,T84,Large Intestine
11626560,5311497,909761,0,sub-HSA,T84,Large Intestine
24785538,24360,909761,0,sub-HSA,T84,Large Intestine
25262965,44462760,909761,0,sub-HSA,T84,Large Intestine
24360,11626560,909761,0,sub-HSA,T84,Large Intestine
24785538,44462760,909761,0,sub-HSA,T84,Large Intestine
25262965,176158,909761,0,sub-HSA,T84,Large Intestine
24360,44462760,909761,0,sub-HSA,T84,Large Intestine
11707110,44462760,909761,0,sub-HSA,T84,Large Intestine
11152667,5330286,909761,0,sub-HSA,T84,Large Intestine
24360,5310940,909761,0,sub-HSA,T84,Large Intestine
11152667,5330286,909761,0,sub-HSA,T84,Large Intestine
25262965,9858940,909761,0,sub-HSA,T84,Large Intestine
24360,10184653,909761,0,sub-HSA,T84,Large Intestine
24360,24785538,909761,0,sub-HSA,T84,Large Intestine
24360,5330286,909761,0,sub-HSA,T84,Large Intestine
24360,176158,909761,0,sub-HSA,T84,Large Intestine
10184653,11488320,909761,0,sub-HSA,T84,Large Intestine
11707110,24360,909761,0,sub-HSA,T84,Large Intestine
24360,24785538,909761,0,sub-HSA,T84,Large Intestine
